,date,V
1124,2018-08-09,640.5185658239116
1125,2018-08-10,638.0718176065295
1126,2018-08-13,644.1654361898705
1127,2018-08-14,636.1681543336884
1128,2018-08-15,627.0550768200698
1129,2018-08-16,643.8225614256344
1130,2018-08-17,629.0661791655522
1131,2018-08-20,632.0700008939212
1132,2018-08-21,616.3757324687962
1133,2018-08-22,624.6167058421245
1134,2018-08-23,606.1249569591243
1135,2018-08-24,599.1787930686603
1136,2018-08-27,601.4676840349593
1137,2018-08-28,594.0004901255816
1138,2018-08-29,594.5677877682609
1139,2018-08-30,596.2712514948122
1140,2018-08-31,0.0
1141,2018-09-03,0.0
1142,2018-09-04,0.0
1143,2018-09-05,0.0
1144,2018-09-06,0.0
1145,2018-09-07,0.0
1146,2018-09-10,0.0
1147,2018-09-11,0.0
1148,2018-09-12,0.0
1149,2018-09-13,531.8074137870803
1150,2018-09-14,531.8074356754555
1151,2018-09-17,519.6051352649763
1152,2018-09-18,521.8979140348428
1153,2018-09-19,521.897934962935
1154,2018-09-20,527.4248550612804
1155,2018-09-21,532.0794003767871
1156,2018-09-25,526.4447002585748
1157,2018-09-26,516.6883840205829
1158,2018-09-27,513.0405838814735
1159,2018-09-28,525.7178368741066
1160,2018-10-08,529.8933717529588
1161,2018-10-09,531.7639161912097
1162,2018-10-10,534.1103452030557
1163,2018-10-11,522.7979081941722
1164,2018-10-12,525.5661431380146
1165,2018-10-15,517.6813566110028
1166,2018-10-16,505.8031767926898
1167,2018-10-17,0.0
1168,2018-10-18,0.0
1169,2018-10-19,0.0
1170,2018-10-22,0.0
1171,2018-10-23,0.0
1172,2018-10-24,0.0
1173,2018-10-25,0.0
1174,2018-10-26,0.0
1175,2018-10-29,0.0
1176,2018-10-30,0.0
1177,2018-10-31,0.0
1178,2018-11-01,0.0
1179,2018-11-02,0.0
1180,2018-11-05,0.0
1181,2018-11-06,0.0
1182,2018-11-07,0.0
1183,2018-11-08,0.0
1184,2018-11-09,0.0
1185,2018-11-12,0.0
1186,2018-11-13,0.0
1187,2018-11-14,0.0
1188,2018-11-15,0.0
1189,2018-11-16,0.0
1190,2018-11-19,0.0
1191,2018-11-20,0.0
1192,2018-11-21,0.0
1193,2018-11-22,0.0
1194,2018-11-23,0.0
1195,2018-11-26,0.0
1196,2018-11-27,0.0
1197,2018-11-28,0.0
1198,2018-11-29,0.0
1199,2018-11-30,0.0
1200,2018-12-03,0.0
1201,2018-12-04,0.0
1202,2018-12-05,0.0
1203,2018-12-06,0.0
1204,2018-12-07,0.0
1205,2018-12-10,0.0
1206,2018-12-11,0.0
1207,2018-12-12,0.0
1208,2018-12-13,0.0
1209,2018-12-14,0.0
1210,2018-12-17,0.0
1211,2018-12-18,0.0
1212,2018-12-19,0.0
1213,2018-12-20,0.0
1214,2018-12-21,0.0
1215,2018-12-24,458.4745747144055
1216,2018-12-25,458.47458558608974
1217,2018-12-26,468.8407069854365
1218,2018-12-27,463.1618847117323
1219,2018-12-28,461.2918792534981
1220,2019-01-02,454.58701235820473
1221,2019-01-03,452.7516277272801
1222,2019-01-04,457.5043983847883
1223,2019-01-07,459.7210175959846
1224,2019-01-08,459.7210279029384
1225,2019-01-09,458.2361391636543
1226,2019-01-10,454.1658666568739
1227,2019-01-11,455.2660934020399
1228,2019-01-14,454.530848489019
1229,2019-01-15,454.53085822841155
1230,2019-01-16,459.6693393416429
1231,2019-01-17,464.1235450069024
1232,2019-01-18,467.121792849592
1233,2019-01-21,465.2357982266136
1234,2019-01-22,467.1141973299834
1235,2019-01-23,467.8685962564265
1236,2019-01-24,465.60178227483436
1237,2019-01-25,465.9777650051538
1238,2019-01-28,461.8387266339587
1239,2019-01-29,462.5846052372112
1240,2019-01-30,467.8141332800014
1241,2019-01-31,467.0586224400278
1242,2019-02-01,468.19008087988084
1243,2019-02-11,465.9217090976224
1244,2019-02-12,463.664327445264
1245,2019-02-13,458.04820211294145
1246,2019-02-14,462.11682409571364
1247,2019-02-15,459.8778767842194
1248,2019-02-18,457.2784256556557
1249,2019-02-19,460.23245282897625
1250,2019-02-20,462.09064985417933
1251,2019-02-21,460.2249672380244
1252,2019-02-22,462.083133880302
1253,2019-02-25,459.47121717785245
1254,2019-02-26,463.9235014856602
1255,2019-02-27,461.30118198368973
1256,2019-02-28,459.43868644332247
1257,2019-03-01,463.89065529865843
1258,2019-03-04,464.6398466287096
1259,2019-03-05,465.7654445238709
1260,2019-03-06,471.0309307555776
1261,2019-03-07,469.1291511490089
1262,2019-03-08,468.3715152614072
1263,2019-03-11,465.7240528482943
1264,2019-03-12,464.9719159973482
1265,2019-03-13,466.8492475630477
1266,2019-03-14,461.194543348271
1267,2019-03-15,0.0
1268,2019-03-18,0.0
1269,2019-03-19,0.0
1270,2019-03-20,0.0
1271,2019-03-21,0.0
1272,2019-03-22,566.1969412814724
1273,2019-03-25,566.1969496766136
1274,2019-03-26,566.1969579947165
1275,2019-03-27,570.8624292383654
1276,2019-03-28,573.8023790250394
1277,2019-03-29,577.939502437346
1278,2019-04-01,577.3442329254935
1279,2019-04-02,576.7495764582953
1280,2019-04-03,595.7592507816207
1281,2019-04-04,601.8955793570584
1282,2019-04-08,618.6343039314492
1283,2019-04-09,610.3507989228713
1284,2019-04-10,610.9794684986982
1285,2019-04-11,619.1604918684204
1286,2019-04-12,610.8699409827677
1287,2019-04-15,607.0947727240319
1288,2019-04-16,608.970703499604
1289,2019-04-17,608.9707113548837
1290,2019-04-18,602.0710808904971
1291,2019-04-19,606.4120210636711
1292,2019-04-22,611.4088637898266
1293,2019-04-23,608.2601157048224
1294,2019-04-24,628.3083768601371
1295,2019-04-25,625.0725963510854
1296,2019-04-26,623.7849543494773
1297,2019-04-29,622.4999648065078
1298,2019-04-30,638.5293464860496
1299,2019-05-06,647.7369474707382
1300,2019-05-07,643.7339408221372
1301,2019-05-08,639.755672635027
1302,2019-05-09,622.6230230169783
1303,2019-05-10,630.318650897248
1304,2019-05-13,613.4387244791668
1305,2019-05-14,615.3342571461457
1306,2019-05-15,621.6722070089072
1307,2019-05-16,627.4351153807897
1308,2019-05-17,615.8024751601753
1309,2019-05-20,613.2653756895701
1310,2019-05-21,624.6353225427408
1311,2019-05-22,617.558210986816
1312,2019-05-23,607.3808581478554
